Requisition_ID,Job_Family,Job_Role,Job_Band,Experience_Required_Years,City,Interview_Panel_Availability,Total_Interview_Rounds,Assessment_Included,Candidate_Source,Notice_Period_Days,Job_Posted_Date,Hire_Date,Time to hire
HT6855,Technology,Data Engineer,Band_6,13,Osaka,4,3,No,LinkedIn,90,2024-01-17,2024-02-05,19
HT6856,HR,HR Analyst,Band_5,16,Shenzhen,5,1,No,LinkedIn,90,2025-01-17,2025-02-05,19
HT6857,HR,HR Analyst,Band_2,3,Beijing,4,3,Yes,LinkedIn,60,2025-07-03,2025-07-26,23
HT6858,HR,HR Analyst,Band_3,10,Osaka,3,2,Yes,Other,60,2025-05-10,2025-05-31,21
HT6859,Technology,Data Engineer,Band_2,5,Tokyo,4,1,Yes,Consultant,30,2025-02-06,2025-03-01,23
HT6860,Sales,Account Executive,Band_2,1,Chennai,3,3,Yes,Consultant,60,2025-04-01,2025-04-27,26
HT6861,Operations,Operations Analyst,Band_6,13,Shanghai,1,1,No,Referral,90,2025-10-12,2025-11-02,21
HT6862,HR,Recruiter,Band_6,15,Osaka,1,1,No,Consultant,90,2024-09-19,2024-10-10,21
HT6863,HR,Recruiter,Band_3,20,Bangalore,4,1,Yes,Naukri,30,2024-08-06,2024-08-24,18
HT6864,Operations,Supply Chain Lead,Band_2,8,Shenzhen,2,3,Yes,Other,60,2024-03-18,2024-04-11,24
HT6865,Technology,Data Engineer,Band_2,1,Chennai,1,1,Yes,Consultant,60,2025-05-31,2025-06-20,20
HT6866,HR,HR Analyst,Band_2,4,Tokyo,3,3,Yes,Consultant,90,2024-01-18,2024-02-08,21
HT6867,Sales,Sales Manager,Band_2,5,Osaka,4,1,Yes,Consultant,30,2024-05-24,2024-06-18,25
HT6868,Operations,Operations Analyst,Band_2,4,Chennai,4,2,Yes,LinkedIn,30,2024-04-28,2024-05-23,25
HT2829,HR,HR Analyst,Band_3,20,Shenzhen,5,3,Yes,LinkedIn,90,2024-02-28,2024-03-21,22
HT6870,Technology,Backend Developer,Band_6,18,Bangalore,1,1,No,Naukri,90,2025-10-17,2025-11-08,22
HT6871,Sales,Sales Manager,Band_6,18,Chennai,2,3,No,Referral,90,2025-02-26,2025-03-22,24
HT2872,Sales,Account Executive,Band_6,17,Tokyo,2,3,No,Consultant,90,2024-09-01,2024-09-22,21
HT6873,HR,Recruiter,Band_2,5,Hyderabad,1,2,Yes,Consultant,30,2025-03-22,2025-04-12,21
HT2874,HR,Recruiter,Band_5,10,Shanghai,2,3,No,Naukri,90,2025-03-26,2025-04-14,19
HT6875,Sales,Account Executive,Band_1,2,Chennai,5,1,No,Referral,60,2025-11-05,2025-11-25,20
HT6876,Sales,Account Executive,Band_1,2,Chennai,3,3,No,Consultant,60,2024-10-10,2024-11-04,25
HT6877,Operations,Operations Analyst,Band_1,3,Beijing,5,2,No,Other,30,2025-02-09,2025-03-02,21
HT6878,Sales,Sales Manager,Band_6,12,Chennai,5,2,No,LinkedIn,90,2024-04-20,2024-05-13,23
HT6879,Sales,Sales Manager,Band_6,17,Shenzhen,2,2,No,Referral,90,2024-03-09,2024-04-03,25
HT6880,Operations,Supply Chain Lead,Band_1,4,Chennai,4,2,No,Consultant,60,2024-10-02,2024-10-29,27
HT2881,Operations,Operations Analyst,Band_6,15,Hyderabad,4,3,No,Referral,90,2025-09-16,2025-10-04,18
HT2882,HR,Recruiter,Band_1,3,Hyderabad,4,2,No,Consultant,30,2024-05-30,2024-07-02,33
HT6883,Operations,Operations Analyst,Band_5,15,Shanghai,1,3,No,Consultant,90,2024-04-13,2024-05-07,24
HT6884,Technology,ML Engineer,Band_2,1,Chennai,3,2,Yes,Naukri,30,2025-01-16,2025-02-06,21
HT6885,Operations,Operations Analyst,Band_2,3,Nagoya,4,1,Yes,LinkedIn,90,2025-06-10,2025-07-03,23
HT2882,Sales,Sales Manager,Band_3,3,Bangalore,4,2,Yes,Referral,30,2025-11-26,2025-12-18,22
HT6887,Sales,Sales Manager,Band_3,20,Nagoya,5,2,Yes,Naukri,30,2024-07-28,2024-08-19,22
HT6888,Sales,Account Executive,Band_5,11,Shanghai,4,2,No,Consultant,90,2025-11-16,2025-12-09,23
HT6889,Technology,Data Engineer,Band_1,3,Hyderabad,5,1,No,Consultant,30,2025-05-10,2025-08-02,84
HT6890,Sales,Account Executive,Band_1,4,Hyderabad,2,2,No,Referral,90,2022-01-22,2022-02-14,23
HT6891,Technology,Backend Developer,Band_2,6,Bangalore,2,1,Yes,Consultant,60,2025-06-04,2025-06-28,24
HT6892,Operations,Supply Chain Lead,Band_2,1,Shenzhen,3,1,Yes,Consultant,90,2024-06-07,2024-06-27,20
HT6893,Sales,Sales Manager,Band_5,14,Osaka,5,1,No,Consultant,90,2024-11-10,2024-11-30,20
HT6894,HR,Recruiter,Band_1,3,Beijing,2,3,No,Other,90,2025-11-09,2025-12-01,22
HT6895,Operations,Operations Analyst,Band_2,8,Shanghai,4,2,Yes,Naukri,30,2025-08-27,2025-09-17,21
HT6896,Operations,Supply Chain Lead,Band_5,13,Chennai,3,1,No,Other,90,2024-07-24,2024-08-12,19
HT6897,HR,Recruiter,Band_6,18,Hyderabad,2,3,No,Consultant,90,2024-05-21,2024-06-15,25
HT6898,HR,HR Analyst,Band_2,3,Shanghai,1,1,Yes,Referral,60,2024-08-03,2024-08-23,20
HT6899,HR,HR Analyst,Band_6,17,Tokyo,2,2,No,Consultant,90,2026-01-07,2026-01-29,22
HT6900,Sales,Sales Manager,Band_2,3,Nagoya,3,1,Yes,Naukri,30,2026-01-28,2026-02-16,19
HT6901,Operations,Operations Analyst,Band_1,2,Beijing,2,2,No,Naukri,60,2024-08-14,2024-09-03,20
HT6902,Operations,Operations Analyst,Band_6,15,Tokyo,2,2,No,Referral,90,2026-01-24,2026-02-12,19
HT6903,Sales,Sales Manager,Band_3,9,Nagoya,4,1,Yes,Consultant,90,2025-10-03,2025-10-26,23
HT6904,Operations,Supply Chain Lead,Band_1,2,Bangalore,2,1,No,Referral,60,2025-08-07,2025-08-25,18
HT6905,Sales,Sales Manager,Band_3,12,Osaka,3,1,Yes,Naukri,60,2024-09-24,2024-10-14,20
HT6906,Operations,Operations Analyst,Band_6,13,Hyderabad,5,1,No,LinkedIn,90,2025-05-18,2025-06-06,19
HT6907,Sales,Sales Manager,Band_2,7,Osaka,1,1,Yes,Referral,90,2025-08-21,2025-09-16,26
HT6908,HR,Recruiter,Band_1,2,Osaka,1,1,No,Other,30,2025-08-09,2025-09-01,23
HT6909,HR,Recruiter,Band_5,14,Hyderabad,5,3,No,Consultant,90,2024-09-12,2024-10-05,23
HT6910,Technology,Backend Developer,Band_6,11,Beijing,4,2,No,Consultant,90,2024-03-16,2024-04-05,20
HT6911,Operations,Supply Chain Lead,Band_3,17,Shenzhen,3,2,Yes,Consultant,90,2024-06-02,2024-06-18,16
HT6912,HR,HR Analyst,Band_2,2,Bangalore,2,2,Yes,Naukri,60,2024-02-29,2024-03-17,17
HT6913,Operations,Operations Analyst,Band_2,2,Shanghai,4,3,Yes,LinkedIn,60,2025-09-16,2025-10-04,18
HT6914,HR,HR Analyst,Band_6,10,Hyderabad,2,3,No,LinkedIn,90,2025-05-30,2025-06-21,22
HT6915,Sales,Account Executive,Band_6,19,Shanghai,1,2,No,LinkedIn,90,2024-06-25,2024-07-11,16
HT6916,Operations,Supply Chain Lead,Band_6,19,Tokyo,1,3,No,Naukri,90,2025-06-08,2025-07-01,23
HT6917,Sales,Sales Manager,Band_6,12,Nagoya,4,1,No,Consultant,90,2024-03-16,2024-04-07,22
HT6918,Operations,Operations Analyst,Band_3,16,Nagoya,3,1,Yes,Naukri,60,2025-08-11,2025-09-03,23
HT6919,Sales,Sales Manager,Band_3,8,Tokyo,1,2,Yes,Other,90,2024-05-12,2024-05-30,18
HT6920,Technology,Data Engineer,Band_5,14,Tokyo,5,2,No,LinkedIn,90,2025-12-26,2026-01-13,18
HT6921,Operations,Operations Analyst,Band_5,20,Shenzhen,4,1,No,Consultant,90,2024-05-05,2024-05-27,22
HT6922,Operations,Operations Analyst,Band_5,18,Beijing,1,1,No,Other,90,2026-01-15,2026-02-06,22
HT6923,HR,Recruiter,Band_5,18,Tokyo,5,3,No,Consultant,90,2024-09-02,2024-09-22,20
HT6924,Sales,Sales Manager,Band_5,12,Shanghai,5,2,No,Consultant,90,2024-04-23,2024-05-13,20
HT6925,HR,Recruiter,Band_3,9,Tokyo,5,1,Yes,Consultant,60,2025-05-15,2025-06-03,19
HT6926,Sales,Account Executive,Band_5,15,Shenzhen,3,3,No,Referral,90,2024-04-21,2024-05-13,22
HT6927,Sales,Sales Manager,Band_1,4,Hyderabad,1,2,No,Other,30,2024-12-14,2025-01-04,21
HT6928,HR,HR Analyst,Band_6,20,Shanghai,3,1,No,Consultant,90,2024-01-23,2024-02-15,23
HT6929,Technology,ML Engineer,Band_3,8,Bangalore,4,2,Yes,Referral,90,2025-07-18,2025-08-11,24
HT6930,HR,Recruiter,Band_2,3,Hyderabad,1,1,Yes,Other,60,2025-07-31,2025-08-21,21
HT6931,Sales,Account Executive,Band_2,3,Shenzhen,4,2,Yes,Naukri,90,2025-06-30,2025-07-20,20
HT6932,Sales,Account Executive,Band_2,2,Shenzhen,3,3,Yes,Consultant,90,2025-02-21,2025-03-14,21
HT6933,Operations,Operations Analyst,Band_6,13,Beijing,5,3,No,Other,90,2025-10-11,2025-11-04,24
HT2934,HR,Recruiter,Band_6,11,Nagoya,1,2,No,Referral,90,2025-08-21,2025-09-08,18
HT6935,HR,Recruiter,Band_2,4,Tokyo,2,1,Yes,Naukri,30,2025-03-12,2025-04-04,23
HT6936,HR,Recruiter,Band_2,6,Nagoya,4,1,Yes,Consultant,60,2025-08-21,2025-09-12,22
HT2937,Technology,Backend Developer,Band_5,11,Osaka,3,1,No,Referral,90,2024-03-16,2024-04-04,19
HT6938,Technology,Backend Developer,Band_2,2,Tokyo,2,1,Yes,LinkedIn,90,2025-11-27,2025-12-16,19
HT6939,Technology,Data Engineer,Band_3,5,Hyderabad,1,2,Yes,Naukri,60,2025-10-13,2025-11-03,21
HT6940,Technology,Data Engineer,Band_2,3,Hyderabad,4,1,Yes,Other,30,2024-05-30,2024-06-15,16
HT6941,Operations,Supply Chain Lead,Band_2,3,Osaka,2,1,Yes,Naukri,60,2025-06-17,2025-07-07,20
HT6942,Operations,Supply Chain Lead,Band_1,2,Shenzhen,4,2,No,Referral,30,2024-01-08,2024-01-30,22
HT6943,Sales,Sales Manager,Band_2,7,Chennai,5,3,Yes,Naukri,60,2025-03-11,2025-04-04,24
HT6944,Operations,Supply Chain Lead,Band_2,7,Bangalore,2,2,Yes,Consultant,60,2025-07-12,2025-08-02,21
HT2945,Operations,Operations Analyst,Band_1,3,Chennai,4,3,No,Naukri,30,2024-12-14,2024-12-31,17
HT6946,HR,HR Analyst,Band_3,6,Bangalore,3,3,Yes,LinkedIn,30,2025-12-01,2025-12-20,19
HT6947,Sales,Account Executive,Band_5,19,Tokyo,5,1,No,Other,90,2024-07-03,2024-07-25,22
HT6948,HR,HR Analyst,Band_2,6,Tokyo,1,1,Yes,Consultant,90,2024-09-10,2024-10-01,21
HT2949,Operations,Operations Analyst,Band_3,19,Shenzhen,5,2,Yes,Naukri,90,2024-10-07,2024-11-01,25
HT6950,Sales,Sales Manager,Band_5,14,Hyderabad,3,1,No,Referral,90,2024-05-17,2024-06-05,19
HT6951,Sales,Sales Manager,Band_3,3,Tokyo,1,1,Yes,LinkedIn,60,2024-10-30,2024-11-23,24
HT6952,Operations,Operations Analyst,Band_2,1,Bangalore,4,1,Yes,Other,90,2024-11-04,2024-12-01,27
HT6953,Operations,Operations Analyst,Band_1,4,Chennai,1,1,No,LinkedIn,90,2025-01-30,2025-02-21,22
HT2954,Operations,Operations Analyst,Band_5,19,Shenzhen,5,3,No,Referral,90,2024-07-17,2024-08-03,17
HT6955,Sales,Account Executive,Band_5,12,Shanghai,1,1,No,Consultant,90,2025-06-15,2025-07-09,24
HT6956,Sales,Sales Manager,Band_2,9,Hyderabad,4,3,Yes,Other,90,2025-05-24,2025-06-15,22
HT6957,Operations,Supply Chain Lead,Band_1,5,Osaka,4,3,No,Naukri,30,2024-12-30,2025-01-12,13
HT2958,Sales,Sales Manager,Band_2,1,Tokyo,4,3,Yes,Naukri,30,2024-04-15,2024-05-06,21
HT6959,HR,Recruiter,Band_3,4,Bangalore,5,1,Yes,LinkedIn,90,2024-09-03,2024-09-24,21
HT6960,Technology,ML Engineer,Band_3,16,Bangalore,4,2,Yes,Naukri,60,2025-07-10,2025-07-30,20
HT6961,Operations,Supply Chain Lead,Band_6,17,Chennai,1,1,No,LinkedIn,90,2025-05-01,2025-05-21,20
HT6962,Technology,ML Engineer,Band_1,4,Shanghai,3,1,No,LinkedIn,30,2024-10-28,2024-11-19,22
HT6963,HR,Recruiter,Band_2,1,Chennai,5,1,Yes,LinkedIn,90,2025-09-08,2025-10-03,25
HT6964,Operations,Operations Analyst,Band_1,5,Shenzhen,2,1,No,Consultant,60,2025-10-14,2025-11-03,20
HT6965,HR,Recruiter,Band_1,3,Shanghai,4,3,No,Consultant,60,2025-05-23,2025-06-17,25
HT6966,Technology,Backend Developer,Band_1,4,Shenzhen,4,1,No,Referral,30,2025-04-02,2025-05-02,30
HT6967,Sales,Account Executive,Band_3,16,Hyderabad,2,3,Yes,Naukri,60,2025-11-09,2025-11-30,21
HT6968,HR,Recruiter,Band_6,16,Nagoya,5,1,No,Naukri,90,2024-06-24,2024-07-17,23
HT6969,Technology,ML Engineer,Band_2,1,Osaka,4,2,Yes,LinkedIn,30,2026-01-14,2026-02-06,23
HT6970,HR,HR Analyst,Band_6,17,Chennai,4,2,No,Consultant,90,2025-12-17,2026-01-07,21
HT6971,Sales,Account Executive,Band_2,3,Tokyo,5,1,Yes,Referral,60,2025-01-02,2025-01-22,20
HT6972,Sales,Sales Manager,Band_3,2,Osaka,2,2,Yes,Naukri,30,2024-08-18,2024-09-10,23
HT6973,Operations,Supply Chain Lead,Band_2,5,Tokyo,2,3,Yes,Consultant,90,2025-08-17,2025-09-12,26
HT6974,Technology,Backend Developer,Band_5,10,Nagoya,2,2,No,Naukri,90,2024-09-20,2024-10-13,23
HT6975,Operations,Supply Chain Lead,Band_3,5,Chennai,4,1,Yes,Consultant,60,2025-06-13,2025-07-04,21
HT2972,Operations,Operations Analyst,Band_5,17,Bangalore,5,1,No,Other,90,2025-06-07,2025-06-28,21
HT6977,Sales,Sales Manager,Band_3,2,Beijing,5,1,Yes,Referral,90,2025-01-14,2025-02-05,22
HT6978,HR,Recruiter,Band_5,16,Bangalore,1,1,No,Consultant,90,2025-07-08,2025-07-29,21
HT6979,Sales,Account Executive,Band_3,4,Nagoya,1,2,Yes,Other,30,2024-11-03,2024-11-27,24
HT6980,Technology,Data Engineer,Band_2,2,Bangalore,5,3,Yes,LinkedIn,60,2025-05-12,2025-06-04,23
HT6981,Technology,ML Engineer,Band_1,3,Shenzhen,4,1,No,Referral,60,2025-08-19,2025-09-11,23
HT6982,HR,HR Analyst,Band_2,4,Beijing,5,2,Yes,Referral,30,2025-04-22,2025-05-11,19
HT6983,HR,HR Analyst,Band_2,3,Beijing,5,1,Yes,Referral,30,2024-08-11,2024-08-29,18
HT6984,HR,Recruiter,Band_1,2,Osaka,5,3,No,Referral,30,2024-12-17,2025-01-07,21
HT6985,HR,Recruiter,Band_3,16,Osaka,4,2,Yes,Referral,60,2024-04-10,2024-05-04,24
HT6986,Sales,Account Executive,Band_5,10,Tokyo,3,1,No,Consultant,90,2024-02-22,2024-03-15,22
HT6987,Sales,Sales Manager,Band_5,17,Shenzhen,3,2,No,LinkedIn,90,2024-02-23,2024-03-12,18
HT6988,Operations,Supply Chain Lead,Band_6,17,Bangalore,3,1,No,Naukri,90,2024-09-21,2024-10-10,19
HT6989,HR,Recruiter,Band_6,10,Nagoya,5,1,No,LinkedIn,90,2025-10-09,2025-10-29,20
HT6990,HR,Recruiter,Band_2,3,Tokyo,1,1,Yes,Consultant,30,2025-12-29,2026-01-19,21
HT2991,Operations,Supply Chain Lead,Band_6,13,Nagoya,5,2,No,LinkedIn,90,2024-04-14,2024-05-04,20
HT6992,Technology,ML Engineer,Band_6,10,Osaka,3,1,No,Other,90,2024-11-29,2024-12-18,19
HT6993,Technology,Backend Developer,Band_5,11,Shanghai,4,3,No,Referral,90,2026-01-16,2026-02-10,25
HT6994,Operations,Supply Chain Lead,Band_6,19,Shanghai,2,1,No,Consultant,90,2025-01-28,2025-02-21,24
HT6995,HR,Recruiter,Band_1,1,Osaka,2,3,No,Referral,60,2024-07-07,2024-08-04,28
HT6996,HR,HR Analyst,Band_3,12,Bangalore,4,3,Yes,Consultant,60,2025-03-20,2025-04-10,21
HT6997,Sales,Sales Manager,Band_2,3,Bangalore,3,1,Yes,Referral,60,2024-07-16,2024-08-06,21
HT6998,Operations,Supply Chain Lead,Band_2,3,Bangalore,2,1,Yes,Referral,30,2024-01-18,2024-02-09,22
HT6999,Sales,Sales Manager,Band_1,2,Hyderabad,4,1,No,Consultant,90,2025-11-03,2025-11-29,26
HT7000,Sales,Account Executive,Band_6,13,Tokyo,4,1,No,Naukri,90,2024-02-26,2024-03-19,22
HT7001,Sales,Account Executive,Band_2,9,Tokyo,2,2,Yes,Consultant,60,2024-06-29,2024-07-19,20
HT7002,Operations,Supply Chain Lead,Band_1,2,Tokyo,5,2,No,LinkedIn,60,2024-08-14,2024-09-01,18
HT7003,Sales,Account Executive,Band_2,3,Beijing,5,2,Yes,Other,90,2024-09-25,2024-10-15,20
HT7004,HR,Recruiter,Band_2,5,Chennai,2,2,Yes,Consultant,90,2024-09-12,2024-10-04,22
HT7005,HR,HR Analyst,Band_6,16,Nagoya,3,2,No,Naukri,90,2024-07-28,2024-08-16,19
HT7006,HR,Recruiter,Band_2,3,Osaka,5,2,Yes,LinkedIn,90,2025-04-16,2025-05-06,20
HT7007,HR,HR Analyst,Band_6,17,Bangalore,5,1,No,Referral,90,2024-02-08,2024-02-28,20
HT7008,Technology,Data Engineer,Band_6,10,Beijing,4,3,No,Consultant,90,2025-10-28,2025-11-18,21
HT7009,Sales,Account Executive,Band_5,17,Nagoya,5,2,No,Naukri,90,2025-05-18,2025-06-09,22
HT7010,HR,HR Analyst,Band_3,20,Hyderabad,1,2,Yes,Other,30,2024-06-01,2024-06-20,19
HT7011,HR,HR Analyst,Band_5,11,Beijing,4,1,No,Naukri,90,2024-12-14,2025-01-08,25
HT7012,HR,Recruiter,Band_2,4,Hyderabad,5,2,Yes,LinkedIn,90,2025-04-21,2025-05-15,24
HT7013,Technology,ML Engineer,Band_2,1,Osaka,5,3,Yes,LinkedIn,30,2025-04-05,2025-05-01,26
HT7014,Operations,Operations Analyst,Band_2,5,Hyderabad,1,3,Yes,Naukri,90,2025-09-08,2025-10-01,23
HT7015,HR,Recruiter,Band_3,13,Nagoya,5,1,Yes,Naukri,60,2024-11-26,2024-12-20,24
HT7016,Sales,Account Executive,Band_5,16,Nagoya,2,3,No,Other,90,2025-10-14,2025-10-31,17
HT7017,Technology,ML Engineer,Band_5,16,Hyderabad,3,3,No,Naukri,90,2024-06-28,2024-07-19,21
HT7018,Operations,Operations Analyst,Band_1,4,Chennai,1,1,No,LinkedIn,90,2024-07-09,2024-07-29,20
HT7019,HR,HR Analyst,Band_5,15,Nagoya,5,2,No,Other,90,2025-02-21,2025-03-16,23
HT7020,HR,HR Analyst,Band_3,11,Osaka,3,2,Yes,Other,60,2026-01-14,2026-02-03,20
HT7021,HR,Recruiter,Band_5,17,Osaka,2,3,No,LinkedIn,90,2025-10-11,2025-11-01,21
HT7022,Technology,ML Engineer,Band_5,16,Shanghai,4,1,No,Referral,90,2025-08-04,2025-08-24,20
HT7023,Sales,Account Executive,Band_3,12,Tokyo,4,2,Yes,Naukri,90,2025-09-18,2025-10-11,23
HT7024,HR,Recruiter,Band_2,4,Hyderabad,5,1,Yes,Referral,30,2024-07-12,2024-08-01,20
HT7025,Technology,Data Engineer,Band_3,16,Shenzhen,3,3,Yes,Other,60,2025-02-15,2025-03-05,18
HT7026,Technology,Backend Developer,Band_5,20,Hyderabad,5,2,No,Referral,90,2024-03-04,2024-03-22,18
HT7027,Technology,Backend Developer,Band_5,12,Hyderabad,3,1,No,Naukri,90,2024-03-05,2024-03-25,20
HT7028,Sales,Account Executive,Band_2,7,Beijing,1,3,Yes,Other,30,2026-01-13,2026-02-04,22
HT7029,Operations,Supply Chain Lead,Band_5,16,Shenzhen,5,1,No,LinkedIn,90,2024-06-20,2024-07-09,19
HT7030,HR,Recruiter,Band_1,3,Nagoya,2,2,No,Other,90,2022-01-19,2022-02-10,22
HT7031,Sales,Account Executive,Band_1,2,Shenzhen,3,2,No,LinkedIn,30,2024-10-25,2024-11-13,19
HT7032,HR,HR Analyst,Band_3,9,Shanghai,3,1,Yes,Other,60,2024-06-21,2024-07-07,16
HT7033,Technology,Backend Developer,Band_5,13,Shenzhen,1,1,No,Naukri,90,2025-01-23,2025-02-13,21
HT7034,HR,HR Analyst,Band_2,4,Chennai,4,1,Yes,Other,60,2025-04-30,2025-05-24,24
HT7035,Operations,Supply Chain Lead,Band_6,17,Osaka,3,3,No,Referral,90,2025-01-20,2025-02-12,23
HT7036,HR,Recruiter,Band_2,2,Osaka,4,2,Yes,Referral,90,2025-11-03,2025-11-24,21
HT7037,HR,Recruiter,Band_3,3,Shanghai,4,2,Yes,Consultant,60,2025-05-05,2025-05-26,21
HT7038,Sales,Sales Manager,Band_5,12,Tokyo,4,3,No,Other,90,2025-08-25,2025-09-16,22
HT7039,Sales,Account Executive,Band_2,5,Tokyo,3,3,Yes,Referral,60,2025-02-12,2025-03-07,23
HT7040,HR,HR Analyst,Band_6,12,Shenzhen,1,1,No,Referral,90,2024-04-30,2024-05-21,21
HT7041,Sales,Sales Manager,Band_2,5,Beijing,2,2,Yes,Naukri,60,2024-11-21,2024-12-11,20
HT7042,Technology,Data Engineer,Band_5,14,Bangalore,2,3,No,LinkedIn,90,2025-01-11,2025-01-31,20
HT7043,Operations,Supply Chain Lead,Band_3,14,Shanghai,4,2,Yes,Other,60,2024-10-11,2024-10-31,20
HT7044,Technology,Data Engineer,Band_5,15,Beijing,2,3,No,Referral,90,2024-12-09,2024-12-31,22
HT7045,HR,Recruiter,Band_1,2,Chennai,3,2,No,Naukri,30,2025-09-15,2025-10-10,25
HT7046,Operations,Operations Analyst,Band_5,18,Osaka,2,2,No,LinkedIn,90,2025-04-16,2025-05-11,25
HT7047,HR,Recruiter,Band_5,18,Shenzhen,1,3,No,Naukri,90,2024-04-08,2024-04-27,19
HT7048,Technology,ML Engineer,Band_5,13,Nagoya,4,1,No,Naukri,90,2024-05-08,2024-05-29,21
HT7049,Sales,Account Executive,Band_5,19,Nagoya,1,2,No,Naukri,90,2024-01-07,2024-01-25,18
HT7050,HR,Recruiter,Band_2,5,Hyderabad,1,2,Yes,LinkedIn,30,2025-03-29,2025-04-21,23
HT7051,Technology,Data Engineer,Band_1,5,Nagoya,1,3,No,LinkedIn,90,2024-04-18,2024-05-07,19
HT7052,Operations,Operations Analyst,Band_3,11,Shanghai,3,2,Yes,LinkedIn,90,2025-09-20,2025-10-11,21
HT7053,Sales,Sales Manager,Band_2,3,Beijing,5,2,Yes,Referral,60,2024-09-12,2024-10-04,22
HT7054,Sales,Account Executive,Band_6,14,Shenzhen,1,3,No,Consultant,90,2024-10-04,2024-10-23,19
HT7055,Technology,Data Engineer,Band_6,18,Beijing,3,1,No,Other,90,2024-12-07,2024-12-30,23
HT7056,Operations,Supply Chain Lead,Band_2,7,Osaka,2,1,Yes,LinkedIn,90,2025-05-26,2025-06-16,21
HT7057,Operations,Supply Chain Lead,Band_2,3,Chennai,5,2,Yes,Naukri,60,2025-07-02,2025-07-21,19
HT7058,Sales,Account Executive,Band_2,1,Hyderabad,4,3,Yes,Consultant,30,2024-11-08,2024-11-25,17
HT7059,Sales,Sales Manager,Band_2,8,Bangalore,5,3,Yes,Naukri,90,2024-11-21,2024-12-16,25
HT7060,HR,Recruiter,Band_2,5,Hyderabad,2,2,Yes,Other,60,2025-11-16,2025-12-08,22
HT7021,Technology,Data Engineer,Band_6,14,Shanghai,1,3,No,LinkedIn,90,2024-11-12,2024-12-08,26
HT7062,Sales,Account Executive,Band_2,2,Hyderabad,4,2,Yes,Consultant,90,2024-09-20,2024-10-12,22
HT7063,Sales,Account Executive,Band_1,4,Tokyo,5,1,No,Other,90,2025-04-08,2025-04-29,21
HT7064,Sales,Sales Manager,Band_2,4,Hyderabad,1,3,Yes,LinkedIn,60,2024-04-03,2024-04-25,22
HT7065,Technology,Data Engineer,Band_1,4,Osaka,5,2,No,Consultant,30,2024-03-12,2024-04-07,26
HT7066,Operations,Operations Analyst,Band_3,2,Shanghai,1,1,Yes,Consultant,60,2024-11-09,2024-12-01,22
HT7067,HR,Recruiter,Band_3,18,Osaka,4,3,Yes,Referral,90,2025-08-23,2025-09-14,22
HT7068,Sales,Account Executive,Band_5,15,Tokyo,2,3,No,Naukri,90,2024-09-05,2024-09-30,25
HT7069,Sales,Account Executive,Band_1,2,Nagoya,2,1,No,Referral,60,2025-07-31,2025-08-20,20
HT7070,Operations,Operations Analyst,Band_6,17,Hyderabad,3,1,No,Consultant,90,2025-05-08,2025-05-31,23
HT7071,Operations,Supply Chain Lead,Band_2,8,Hyderabad,4,3,Yes,Other,30,2025-12-09,2025-12-28,19
HT7072,Technology,Backend Developer,Band_6,10,Nagoya,4,3,No,Referral,90,2024-07-05,2024-07-26,21
HT7073,HR,Recruiter,Band_3,9,Chennai,5,1,Yes,Naukri,30,2024-06-25,2024-07-19,24
HT7074,Technology,ML Engineer,Band_2,7,Chennai,5,1,Yes,Consultant,90,2024-05-23,2024-06-13,21
HT7075,Sales,Sales Manager,Band_2,9,Shenzhen,4,3,Yes,Referral,60,2024-12-23,2025-01-15,23
HT7076,Technology,ML Engineer,Band_6,15,Tokyo,5,1,No,Other,90,2024-07-30,2024-08-25,26
HT7077,Operations,Operations Analyst,Band_3,10,Bangalore,3,3,Yes,Consultant,90,2025-01-23,2025-02-14,22
HT7078,HR,Recruiter,Band_3,18,Osaka,4,3,Yes,Consultant,60,2024-07-20,2024-08-07,18
HT7079,Technology,Data Engineer,Band_2,8,Chennai,1,3,Yes,Consultant,60,2025-04-27,2025-05-20,23
HT7080,Operations,Supply Chain Lead,Band_6,15,Tokyo,1,3,No,Other,90,2025-05-18,2025-06-07,20
HT7081,HR,Recruiter,Band_5,16,Chennai,4,1,No,Consultant,90,2026-01-28,2026-02-19,22
HT7082,Operations,Operations Analyst,Band_6,10,Bangalore,5,1,No,Referral,90,2024-10-24,2024-11-19,26
HT7083,HR,HR Analyst,Band_5,18,Osaka,3,3,No,Referral,90,2024-06-25,2024-07-18,23
HT7084,Sales,Sales Manager,Band_2,1,Shanghai,1,3,Yes,Referral,90,2025-08-23,2025-09-13,21
HT7085,HR,HR Analyst,Band_3,10,Tokyo,2,2,Yes,Consultant,90,2025-11-08,2025-12-02,24
HT7086,HR,Recruiter,Band_1,4,Nagoya,5,2,No,Naukri,60,2024-07-27,2024-08-12,16
HT7087,Sales,Sales Manager,Band_1,1,Chennai,4,3,No,Consultant,30,2024-11-01,2024-11-23,22
HT7088,HR,Recruiter,Band_6,11,Osaka,4,1,No,Consultant,90,2024-09-15,2024-10-09,24
HT7089,Technology,Backend Developer,Band_1,2,Hyderabad,1,2,No,Referral,60,2024-12-24,2025-01-17,24
HT7090,Operations,Operations Analyst,Band_5,16,Shenzhen,1,1,No,Consultant,90,2025-09-06,2025-09-27,21
HT7091,Technology,ML Engineer,Band_1,5,Beijing,5,3,No,Consultant,30,2024-03-01,2024-03-22,21
